id,scrape_id,last_scraped,source,name,description,host_id,host_profile_id,host_name,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_is_superhost,host_picture_url,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12799126,20260215064701,2026-02-15,city scrape,Private Room in the Hearth of the Albany,"Welcome to your cozy Albany retreat! Enjoy a comfortable stay in this well-appointed space, perfect for travelers looking for convenience and relaxation. Your booking includes free parking and a complimentary breakfast to start your day right. Located near shops, restaurants, and downtown Albany, this home offers easy access to local attractions. Whether you’re here for business or leisure, you’ll love the comfort and convenience of this stay. Book now for a relaxing experience!",69729286,1462790700336018491,Musab,9,9,5,6,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/5507d01f-fe58-4066-9900-5de519b5dfd6.jpg?aki_policy=profile_x_medium,2,t,t,SIXTH WARD,42.65154,-73.76867,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Trash compactor"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Host greets you"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Exercise equipment"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Single level home"", ""Books and reading material"", ""Clothing storage: closet"", ""HDTV with Netflix"", ""Barbecue utensils"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Free street parking"", ""Cleaning products"", ""Bidet"", ""Stove""]",5,300,5,5,300,300,5.0,300.0,t,0,15,45,320,2026-02-15,29,1,0,275,1,10,2020-08-23,2025-08-09,4.83,4.9,4.59,4.83,4.9,4.72,4.76,2,0,2,0,0.43
13083497,20260215064701,2026-02-15,city scrape,Pristine Cape Cod on the Creek - 4 Large Bedrooms,"Immaculate two level 3000 Sq. Ft. Bright & Sunny Cape Cod with 4 large bedrooms, Den, 2 full baths, living, dining & kitchen. Central Air & Heat. The house is situated in upscale Pine hills neighborhood on a quite dead end street with a Creek flowing through the back of the property. Peaceful & Serene View from Deck. Convenient location. Parking, Streaming Channels & WiFi included.  Relax on the deck overlooking creek with nature sounds. Short drive  to Ski Resorts.",1364123,1462517583121314645,Akhilesh,14,3,9,8,"Albany, NY","Nature loving person with a major focus on health, cleanliness and education. I am from India,  but lived in NY since 2001. I have a passion for sports and love traveling and exploring new parts of the US. I enjoy long walks, jogging, hiking, yoga and meditation. My goal for Airbnb guests is to offer the very best stay experience via ""Immaculately Clean - Home Away From Home""  at a reasonable price.",t,https://a0.muscache.com/im/pictures/user/32770a54-86fc-4904-9d34-74fc47588167.jpg?aki_policy=profile_x_medium,1,t,t,FIFTEENTH WARD,42.66972,-73.82753,Entire home,Entire home/apt,6,2.0,2 baths,4.0,4.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Ethernet connection"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Safe"", ""Hot water kettle"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Portable fans"", ""Free driveway parking on premises \u2013 2 spaces"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Laundromat nearby"", ""Garden view"", ""Books and reading material"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Keypad"", ""40 inch HDTV with standard cable"", ""High chair"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser""]",2,1125,2,2,1125,1125,2.0,1125.0,t,24,52,79,338,2026-02-15,196,9,0,293,9,54,2016-07-01,2025-12-30,4.67,4.81,4.72,4.89,4.87,4.8,4.77,1,1,0,0,1.67
14316232,20260215064701,2026-02-15,city scrape,"Unique Modern Room, Perfect Location Albany","Single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife. <br /><br />Recently renovated room packed with basic amenities.",36438637,1462672002391360660,Chad,10,7,9,10,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,13,t,t,TENTH WARD,42.65726,-73.78219,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Free driveway parking on premises"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",18,1125,18,18,1125,1125,18.0,1125.0,t,15,32,46,321,2026-02-15,54,2,0,276,3,72,2016-08-07,2025-05-08,4.69,4.81,4.59,4.94,4.75,4.66,4.77,2,0,2,0,0.47
14989805,20260215064701,2026-02-15,city scrape,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,"My place is close to University of Albany, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture. You’ll love my place because of the location, the ambiance, the outdoors space, fully renovated, newly furnished, nice yard, awesome double rear deck,  open floor plan and central air.   My place is good for couples, solo adventurers, business travelers, families (with kids), big groups, and furry friends ($50 pet fee w/ booties included).",4259750,1462534529294832741,Peter,13,2,10,7,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western
www.airbnb.com/p/peter",t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,8,t,t,FIFTEENTH WARD,42.673512,-73.819679,Entire home,Entire home/apt,7,2.0,2 baths,2.0,2.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Paid crib"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Pets allowed"", ""Electric stove"", ""Oven"", ""BBQ grill"", ""Exterior security cameras on property"", ""Essentials"", ""Outdoor furniture"", ""Garden view"", ""First aid kit"", ""Baby bath"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Game console"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Board games"", ""Lake access"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, premium cable, Roku, standard cable"", ""High chair""]",1,730,1,1,730,730,1.0,730.0,t,17,47,77,352,2026-02-15,134,25,1,307,25,150,2016-11-13,2026-01-27,4.96,4.96,4.92,4.99,4.98,4.86,4.69,8,8,0,0,1.19
15580397,20260215064701,2026-02-15,city scrape,Albany Medical/Downtown Albany/Colleges/ ROOM H,"Private bedroom, shared living room, and shared bathroom on the 2nd floor in my personal home with 2-3 guests or by yourself. 3 fans in each bedroom. 16-inch memory foam mattress. Mini fridge, microwave, coffee maker, bottled water, and toaster in the room.  No ac and no kitchen use. Self-check-in Owner-occupied house. On bus lines.   Direct bus line to Greyhound, Amtrak, Mall, Empire State Plaza, and Suny Albany.  Free street parking only.",89705052,1467086595495050432,Share,9,6,9,4,"Albany, NY","We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",f,https://a0.muscache.com/im/pictures/user/User/original/0fd78075-47af-4a3c-97dd-5308162f07a4.jpeg?aki_policy=profile_x_medium,2,t,t,NINTH WARD,42.65651,-73.77887,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Books and reading material"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""40 inch HDTV with Fire TV, Netflix, Amazon Prime Video, Disney+, HBO Max, Hulu""]",1,1125,1,7,1125,1125,2.1,1125.0,t,30,60,90,106,2026-02-15,55,8,0,106,9,48,2017-05-29,2025-11-20,4.69,4.85,4.8,4.87,4.75,4.82,4.75,2,0,2,0,0.52
16531782,20260215064701,2026-02-15,city scrape,On a little park in Albany pine hills. (Blue),Old style comfort.  Large high ceiling studio w kitchen facilities and private walk in shower    Queen size bed.  Lots of windows.  Ceiling fan. Window a/c.   Old world ambience with large mirrors and wallpaper.  Street level.  No stairs.  Parking at the door in driveway.  Porch w rocking chairs. Lots of garden. Park  called Greenway across the street.  Walk to post office hospital lots of eateries Starbucks.  15minute bus service from new Scotland ave to downtown.  Wi-Fi 5 G. Lockbox entry.,5691268,1462687000374947891,Elizabeth,12,10,10,0,"Albany, NY",I'm Irish living in Albany NY.  I have 3 grown up kids.  I have 2 chihuauas    I am visiting Toronto to meet my sister and nephew who are visiting from Ireland.  Don't smoke or drink just love my dogs!,t,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_x_medium,2,t,t,FOURTEENTH WARD,42.66075,-73.80605,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""HDTV"", ""Patio or balcony"", ""Essentials"", ""Outdoor furniture"", ""Single level home"", ""Free parking on premises"", ""Dishes and silverware"", ""Window AC unit"", ""Hangers"", ""Refrigerator"", ""Sun loungers""]",1,1125,1,1,1125,1125,1.0,1125.0,t,23,51,78,350,2026-02-15,560,79,3,305,83,255,2020-05-28,2026-01-28,4.78,4.86,4.67,4.87,4.79,4.92,4.85,2,0,2,0,8.04
17238066,20260215064701,2026-02-15,previous scrape,"$53($25 foreign student)Twin, noa/cno Smoke freeBF","IF YOUR PRIORITY IS GOOD NEIGHBORHOOD AND FANCY CLEAN HOUSE”DO NOT PRFER US”<br />IF YOUR PRIORITY IS “””SAFETY PLACE,GREEN LIFE AND ORGANIC NUTRITION””” YOU PREFER US<br />Important notice<br />We updated our cleaning protocol duo to COVID-19 pandemic.<br /><br />This room is not 5 stars hotel room.<br /> Before booking,read carefully about room description.<br />Breakfast free,Wi Fi high speed internet<br />We don't use chemical cleaning stuff.We use Vinegar,baking powder,biological pesticides .",61700428,1466759141736283314,Abdullah,9,11,9,11,"Albany, NY","Guest's satisfaction and happiness is much more important than money!
顾客的满意远比赚钱重要!我的初衷是帮助更多的人､服务更多的人~
We provide emotional comfort more than physically comfortable
我们提供的情感舒适度超过身体舒适度.",f,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_x_medium,2,t,t,FIFTH WARD,42.67614,-73.78169,Private room in home,Private room,1,1.0,1.5 shared baths,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Host greets you"", ""Safe"", ""Free dryer \u2013 In building"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Essentials"", ""Laundromat nearby"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Free street parking"", ""Fire extinguisher"", ""Breakfast"", ""Stove""]",15,112,15,15,112,112,15.0,112.0,t,29,59,89,364,2026-02-15,132,0,0,319,0,0,2017-04-23,2024-08-01,4.92,4.91,4.53,4.96,4.96,4.67,4.94,2,0,2,0,1.23
17514620,20260215064701,2026-02-15,city scrape,Cozy Modern Room Perfect Location Albany,"Convenience and comfort is what you will find. Private bedroom offered in single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife.<br />Full kitchen available with comfortable living room and full bathroom.<br />Hosted multiple medical professionals, students, state interns, and more!<br /><br />House is a 4 bedroom 1 bath home.",36438637,1462672002391360660,Chad,10,7,9,10,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",f,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,13,t,t,TENTH WARD,42.6584,-73.78309,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Free driveway parking on premises"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove""]",18,1125,18,18,1125,1125,18.0,1125.0,t,0,0,0,259,2026-02-15,56,0,0,214,0,0,2017-03-15,2024-11-02,4.75,4.71,4.57,4.93,4.95,4.7,4.66,2,0,2,0,0.52
18341426,20260215064701,2026-02-15,city scrape,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner. <br /><br /> It features  a driveway with covered parking, a nice outdoor area with seating, lounging and a weber 3 burner propane grill.   The home has central air and a 5 person Clearlight Premier IS-5 infrared cedar sauna by Jacuzzi. <br /><br />My place is close to University of Albany, tennis, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture.",4259750,1462534529294832741,Peter,13,2,10,7,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western
www.airbnb.com/p/peter",t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,8,t,t,FIFTEENTH WARD,42.67637,-73.82395,Entire home,Entire home/apt,6,1.0,1 bath,2.0,3.0,"[""Shower gel"", ""Coffee maker"", ""Hair dryer"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Rice maker"", ""Pets allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Coffee"", ""Organic body soap"", ""Crib"", ""Dishwasher"", ""Ethernet connection"", ""Outdoor dining area"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Organic conditioner"", ""Microwave"", ""Heating"", ""Long term stays allowed"", ""Oven"", ""Essentials"", ""Single level home"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Children\u2019s books and toys"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Cleaning products"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Table corner guards"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Bathtub"", ""Ceiling fan"", ""Baking sheet"", ""Safe"", ""Portable fans"", ""Outdoor furniture"", ""Self check-in"", ""Blender"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Keypad"", ""High chair"", ""Outlet covers"", ""Exercise equipment: free weights, yoga mat"", ""Smoke alarm"", ""Private patio or balcony"", ""Baby safety gates"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water kettle"", ""Dining table"", ""Free carport on premises \u2013 3 spaces"", ""Extra pillows and blankets"", ""Bose sound system"", ""65 inch HDTV with Netflix, premium cable, Hulu, Roku, Amazon Prime Video"", ""Private sauna"", ""BBQ grill: gas"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Garden view"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Barbecue utensils"", ""Baby bath"", ""Dishes and silverware"", ""Game console"", ""Board games"", ""Private gym in building""]",2,1125,2,4,1125,1125,2.4,1125.0,t,30,60,90,365,2026-02-15,58,0,0,320,0,0,2018-03-12,2024-08-13,4.97,4.93,5.0,4.98,5.0,4.97,4.79,8,8,0,0,0.6
19527043,20260215064701,2026-02-15,city scrape,Charming 1 Bedroom in a Historic Residential Home,"Urban Oasis!  2nd Floor master bedroom in residential home.  Queen sized bed. Private bath. Mini-refrigerator, microwave and sitting area in room. Shared entrance but access to full kitchen, bath, bedroom, laundry and parking. Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown",15223767,1462957190806823558,Ed,11,9,7,5,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",t,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_x_medium,3,t,t,NINTH WARD,42.65312,-73.78161,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Heating"", ""Washer"", ""Oven"", ""Air conditioning"", ""Essentials"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Keypad"", ""Stove""]",1,1125,1,2,1125,1125,1.3,1125.0,t,0,0,15,195,2026-02-15,90,8,0,195,8,48,2018-10-17,2025-11-07,4.96,4.97,4.94,4.98,4.94,4.94,4.93,3,0,3,0,1.01
